first_guess,answer,final_guess,n_guesses,play_time,agent
crane,minim,minim,4,0.010928153991699219,MaxInfoAgent
crane,melon,melon,4,0.01341390609741211,MaxInfoAgent
crane,kneed,kneed,4,0.006638050079345703,MaxInfoAgent
crane,decoy,decoy,3,0.003370046615600586,MaxInfoAgent
crane,voila,voila,4,0.013571977615356445,MaxInfoAgent
crane,ankle,ankle,3,0.003225088119506836,MaxInfoAgent
crane,arrow,arrow,3,0.004266977310180664,MaxInfoAgent
crane,mushy,mushy,4,0.030488014221191406,MaxInfoAgent
crane,tribe,tribe,3,0.004034996032714844,MaxInfoAgent
crane,cease,cease,2,0.0024709701538085938,MaxInfoAgent
crane,eager,eager,4,0.013840913772583008,MaxInfoAgent
crane,birth,birth,4,0.009784221649169922,MaxInfoAgent
crane,graph,graph,4,0.005296945571899414,MaxInfoAgent
crane,odder,odder,4,0.018476009368896484,MaxInfoAgent
crane,terra,terra,3,0.004678010940551758,MaxInfoAgent
crane,weird,weird,4,0.012718915939331055,MaxInfoAgent
crane,tried,tried,5,0.008977890014648438,MaxInfoAgent
crane,clack,clack,4,0.01269388198852539,MaxInfoAgent
crane,color,color,3,0.004172801971435547,MaxInfoAgent
crane,rough,rough,3,0.006155967712402344,MaxInfoAgent
crane,weigh,weigh,4,0.01845407485961914,MaxInfoAgent
crane,uncut,uncut,3,0.002865314483642578,MaxInfoAgent
crane,ladle,ladle,4,0.0071527957916259766,MaxInfoAgent
crane,strip,strip,3,0.012495040893554688,MaxInfoAgent
crane,craft,craft,5,0.00649714469909668,MaxInfoAgent
crane,minus,minus,4,0.006871938705444336,MaxInfoAgent
crane,dicey,dicey,3,0.004387855529785156,MaxInfoAgent
crane,titan,titan,3,0.005391120910644531,MaxInfoAgent
crane,lucid,lucid,3,0.008883953094482422,MaxInfoAgent
crane,vicar,vicar,3,0.0055999755859375,MaxInfoAgent
crane,dress,dress,3,0.0032160282135009766,MaxInfoAgent
crane,ditch,ditch,4,0.011962175369262695,MaxInfoAgent
crane,gypsy,gypsy,4,0.01886892318725586,MaxInfoAgent
crane,pasta,pasta,3,0.01240086555480957,MaxInfoAgent
crane,taffy,taffy,5,0.014044761657714844,MaxInfoAgent
crane,flame,flame,4,0.011626005172729492,MaxInfoAgent
crane,swoop,swoop,4,0.016952037811279297,MaxInfoAgent
crane,aloof,aloof,4,0.021384000778198242,MaxInfoAgent
crane,sight,sight,3,0.02105093002319336,MaxInfoAgent
crane,broke,broke,5,0.005795955657958984,MaxInfoAgent
crane,teary,teary,3,0.003879070281982422,MaxInfoAgent
crane,chart,chart,3,0.00491786003112793,MaxInfoAgent
crane,sixty,sixty,4,0.022533178329467773,MaxInfoAgent
crane,wordy,wordy,4,0.012908935546875,MaxInfoAgent
crane,sheer,sheer,3,0.012375831604003906,MaxInfoAgent
crane,leper,leper,4,0.015520095825195312,MaxInfoAgent
crane,nosey,nosey,4,0.0069026947021484375,MaxInfoAgent
crane,bulge,bulge,5,0.015461921691894531,MaxInfoAgent
crane,savor,savor,4,0.007280111312866211,MaxInfoAgent
crane,clamp,clamp,3,0.00929713249206543,MaxInfoAgent
crane,funky,funky,4,0.00896906852722168,MaxInfoAgent
crane,foamy,foamy,3,0.0047130584716796875,MaxInfoAgent
crane,toxic,toxic,4,0.011746883392333984,MaxInfoAgent
crane,brand,brand,3,0.0037021636962890625,MaxInfoAgent
crane,plumb,plumb,4,0.022697925567626953,MaxInfoAgent
crane,dingy,dingy,4,0.012616157531738281,MaxInfoAgent
crane,butte,butte,4,0.015587091445922852,MaxInfoAgent
crane,drill,drill,5,0.0074999332427978516,MaxInfoAgent
crane,tripe,tripe,2,0.0027191638946533203,MaxInfoAgent
crane,bicep,bicep,4,0.011794805526733398,MaxInfoAgent
crane,tenor,tenor,3,0.003278970718383789,MaxInfoAgent
crane,krill,krill,4,0.0059337615966796875,MaxInfoAgent
crane,worse,worse,4,0.007059812545776367,MaxInfoAgent
crane,drama,drama,4,0.0047948360443115234,MaxInfoAgent
crane,hyena,hyena,3,0.003412008285522461,MaxInfoAgent
crane,think,think,4,0.012174844741821289,MaxInfoAgent
crane,ratio,ratio,3,0.007048845291137695,MaxInfoAgent
crane,cobra,cobra,3,0.006827116012573242,MaxInfoAgent
crane,basil,basil,4,0.017798185348510742,MaxInfoAgent
crane,scrum,scrum,4,0.010895729064941406,MaxInfoAgent
crane,bused,bused,3,0.01804804801940918,MaxInfoAgent
crane,phone,phone,3,0.00471806526184082,MaxInfoAgent
crane,court,court,3,0.003208160400390625,MaxInfoAgent
crane,camel,camel,3,0.0029401779174804688,MaxInfoAgent
crane,proof,proof,4,0.012290239334106445,MaxInfoAgent
crane,heard,heard,3,0.008970022201538086,MaxInfoAgent
crane,angel,angel,4,0.0044977664947509766,MaxInfoAgent
crane,petal,petal,3,0.01226186752319336,MaxInfoAgent
crane,pouty,pouty,4,0.017976045608520508,MaxInfoAgent
crane,throb,throb,3,0.008082151412963867,MaxInfoAgent
crane,maybe,maybe,4,0.005448341369628906,MaxInfoAgent
crane,fetal,fetal,3,0.013290882110595703,MaxInfoAgent
crane,sprig,sprig,4,0.008056879043579102,MaxInfoAgent
crane,spine,spine,3,0.007828950881958008,MaxInfoAgent
crane,shout,shout,3,0.030173063278198242,MaxInfoAgent
crane,cadet,cadet,3,0.0029959678649902344,MaxInfoAgent
crane,macro,macro,3,0.0026900768280029297,MaxInfoAgent
crane,dodgy,dodgy,4,0.02309703826904297,MaxInfoAgent
crane,satyr,satyr,4,0.021837949752807617,MaxInfoAgent
crane,rarer,rarer,6,0.022915124893188477,MaxInfoAgent
crane,binge,binge,4,0.004582881927490234,MaxInfoAgent
crane,trend,trend,2,0.0012629032135009766,MaxInfoAgent
crane,nutty,nutty,3,0.012376070022583008,MaxInfoAgent
crane,leapt,leapt,3,0.004464149475097656,MaxInfoAgent
crane,amiss,amiss,4,0.013997077941894531,MaxInfoAgent
crane,split,split,3,0.02043604850769043,MaxInfoAgent
crane,myrrh,myrrh,3,0.006227970123291016,MaxInfoAgent
crane,width,width,4,0.029019832611083984,MaxInfoAgent
crane,sonar,sonar,3,0.006658077239990234,MaxInfoAgent
crane,tower,tower,4,0.009330034255981445,MaxInfoAgent
crane,baron,baron,3,0.004221916198730469,MaxInfoAgent
crane,fever,fever,3,0.008618831634521484,MaxInfoAgent
crane,waver,waver,5,0.016376972198486328,MaxInfoAgent
crane,spark,spark,4,0.004703044891357422,MaxInfoAgent
crane,belie,belie,4,0.014189004898071289,MaxInfoAgent
crane,sloop,sloop,3,0.021251916885375977,MaxInfoAgent
crane,expel,expel,4,0.01714181900024414,MaxInfoAgent
crane,smote,smote,4,0.010084152221679688,MaxInfoAgent
crane,baler,baler,3,0.005869150161743164,MaxInfoAgent
crane,above,above,3,0.004703044891357422,MaxInfoAgent
crane,north,north,3,0.0029571056365966797,MaxInfoAgent
crane,wafer,wafer,4,0.007668018341064453,MaxInfoAgent
crane,scant,scant,2,0.0013861656188964844,MaxInfoAgent
crane,frill,frill,4,0.007083892822265625,MaxInfoAgent
crane,awash,awash,4,0.006510019302368164,MaxInfoAgent
crane,snack,snack,2,0.0028181076049804688,MaxInfoAgent
crane,scowl,scowl,3,0.013458728790283203,MaxInfoAgent
crane,frail,frail,5,0.022706031799316406,MaxInfoAgent
crane,drift,drift,4,0.01639389991760254,MaxInfoAgent
crane,limbo,limbo,4,0.0270230770111084,MaxInfoAgent
crane,fence,fence,4,0.016800880432128906,MaxInfoAgent
crane,motel,motel,3,0.018311023712158203,MaxInfoAgent
crane,ounce,ounce,4,0.006063938140869141,MaxInfoAgent
crane,wreak,wreak,4,0.005335092544555664,MaxInfoAgent
crane,revel,revel,4,0.016499996185302734,MaxInfoAgent
crane,talon,talon,2,0.004774808883666992,MaxInfoAgent
crane,prior,prior,3,0.010088920593261719,MaxInfoAgent
crane,knelt,knelt,4,0.009068012237548828,MaxInfoAgent
crane,cello,cello,3,0.003103017807006836,MaxInfoAgent
crane,flake,flake,5,0.013112068176269531,MaxInfoAgent
crane,debug,debug,4,0.021446704864501953,MaxInfoAgent
crane,anode,anode,4,0.004232168197631836,MaxInfoAgent
crane,crime,crime,3,0.0025811195373535156,MaxInfoAgent
crane,salve,salve,3,0.00676727294921875,MaxInfoAgent
crane,scout,scout,3,0.004185199737548828,MaxInfoAgent
crane,imbue,imbue,4,0.007531166076660156,MaxInfoAgent
crane,pinky,pinky,4,0.00988316535949707,MaxInfoAgent
crane,stave,stave,3,0.0041921138763427734,MaxInfoAgent
crane,vague,vague,4,0.0062940120697021484,MaxInfoAgent
crane,chock,chock,3,0.004579067230224609,MaxInfoAgent
crane,fight,fight,5,0.02961111068725586,MaxInfoAgent
crane,video,video,4,0.017171859741210938,MaxInfoAgent
crane,stone,stone,3,0.0031280517578125,MaxInfoAgent
crane,teach,teach,3,0.002660989761352539,MaxInfoAgent
crane,cleft,cleft,3,0.007424116134643555,MaxInfoAgent
crane,frost,frost,4,0.008516788482666016,MaxInfoAgent
crane,prawn,prawn,3,0.003747701644897461,MaxInfoAgent
crane,booty,booty,4,0.028920888900756836,MaxInfoAgent
crane,twist,twist,4,0.027905941009521484,MaxInfoAgent
crane,apnea,apnea,4,0.004762172698974609,MaxInfoAgent
crane,stiff,stiff,4,0.017423152923583984,MaxInfoAgent
crane,plaza,plaza,4,0.010255098342895508,MaxInfoAgent
crane,ledge,ledge,5,0.013528108596801758,MaxInfoAgent
crane,tweak,tweak,3,0.016750097274780273,MaxInfoAgent
crane,board,board,4,0.009671211242675781,MaxInfoAgent
crane,grant,grant,3,0.0027151107788085938,MaxInfoAgent
crane,medic,medic,3,0.0032472610473632812,MaxInfoAgent
crane,bacon,bacon,3,0.0027017593383789062,MaxInfoAgent
crane,cable,cable,4,0.003955841064453125,MaxInfoAgent
crane,brawl,brawl,4,0.004363059997558594,MaxInfoAgent
crane,slunk,slunk,3,0.012412071228027344,MaxInfoAgent
crane,raspy,raspy,4,0.007685184478759766,MaxInfoAgent
crane,forum,forum,4,0.021427154541015625,MaxInfoAgent
crane,drone,drone,4,0.0042421817779541016,MaxInfoAgent
crane,women,women,4,0.01437520980834961,MaxInfoAgent
crane,mucus,mucus,3,0.004506826400756836,MaxInfoAgent
crane,boast,boast,3,0.01223897933959961,MaxInfoAgent
crane,toddy,toddy,4,0.024712085723876953,MaxInfoAgent
crane,coven,coven,2,0.0012850761413574219,MaxInfoAgent
crane,tumor,tumor,4,0.007500886917114258,MaxInfoAgent
crane,truer,truer,4,0.01704120635986328,MaxInfoAgent
crane,wrath,wrath,3,0.012452840805053711,MaxInfoAgent
crane,stall,stall,3,0.006235837936401367,MaxInfoAgent
crane,steam,steam,3,0.016530275344848633,MaxInfoAgent
crane,axial,axial,3,0.01963496208190918,MaxInfoAgent
crane,purer,purer,5,0.026181936264038086,MaxInfoAgent
crane,daily,daily,4,0.018450021743774414,MaxInfoAgent
crane,trail,trail,3,0.00470280647277832,MaxInfoAgent
crane,niche,niche,3,0.0046291351318359375,MaxInfoAgent
crane,mealy,mealy,3,0.00887298583984375,MaxInfoAgent
crane,juice,juice,3,0.0028159618377685547,MaxInfoAgent
crane,nylon,nylon,4,0.007475137710571289,MaxInfoAgent
crane,plump,plump,4,0.031992197036743164,MaxInfoAgent
crane,merry,merry,4,0.015884876251220703,MaxInfoAgent
crane,flail,flail,4,0.009169816970825195,MaxInfoAgent
crane,papal,papal,3,0.017271041870117188,MaxInfoAgent
crane,wheat,wheat,4,0.008101940155029297,MaxInfoAgent
crane,berry,berry,3,0.015525341033935547,MaxInfoAgent
crane,cower,cower,3,0.003968000411987305,MaxInfoAgent
crane,erect,erect,3,0.006474018096923828,MaxInfoAgent
crane,brute,brute,3,0.007846832275390625,MaxInfoAgent
crane,leggy,leggy,4,0.020242929458618164,MaxInfoAgent
crane,snipe,snipe,3,0.01137685775756836,MaxInfoAgent
crane,sinew,sinew,4,0.012832880020141602,MaxInfoAgent
crane,skier,skier,5,0.018630266189575195,MaxInfoAgent
crane,penny,penny,3,0.0032072067260742188,MaxInfoAgent
crane,jumpy,jumpy,4,0.023663043975830078,MaxInfoAgent
crane,rally,rally,3,0.013632774353027344,MaxInfoAgent
crane,umbra,umbra,4,0.007874250411987305,MaxInfoAgent
crane,scary,scary,2,0.007005214691162109,MaxInfoAgent
crane,modem,modem,4,0.021047115325927734,MaxInfoAgent
crane,gross,gross,4,0.009962081909179688,MaxInfoAgent
crane,avian,avian,4,0.0065097808837890625,MaxInfoAgent
crane,greed,greed,3,0.005570888519287109,MaxInfoAgent
crane,satin,satin,3,0.011699914932250977,MaxInfoAgent
crane,tonic,tonic,4,0.005513906478881836,MaxInfoAgent
crane,parka,parka,4,0.014621973037719727,MaxInfoAgent
crane,sniff,sniff,4,0.007467031478881836,MaxInfoAgent
crane,livid,livid,5,0.02429485321044922,MaxInfoAgent
crane,stark,stark,3,0.009786128997802734,MaxInfoAgent
crane,trump,trump,4,0.006269931793212891,MaxInfoAgent
crane,giddy,giddy,4,0.022216796875,MaxInfoAgent
crane,reuse,reuse,3,0.006396055221557617,MaxInfoAgent
crane,taboo,taboo,4,0.03890514373779297,MaxInfoAgent
crane,avoid,avoid,4,0.018758058547973633,MaxInfoAgent
crane,quote,quote,4,0.021889925003051758,MaxInfoAgent
crane,devil,devil,4,0.02266407012939453,MaxInfoAgent
crane,liken,liken,3,0.016198158264160156,MaxInfoAgent
crane,gloss,gloss,4,0.01680922508239746,MaxInfoAgent
crane,gayer,gayer,4,0.013959884643554688,MaxInfoAgent
crane,beret,beret,3,0.009733915328979492,MaxInfoAgent
crane,noise,noise,3,0.005763053894042969,MaxInfoAgent
crane,gland,gland,4,0.00940704345703125,MaxInfoAgent
crane,dealt,dealt,2,0.0030739307403564453,MaxInfoAgent
crane,sling,sling,3,0.008594274520874023,MaxInfoAgent
crane,rumor,rumor,4,0.007597684860229492,MaxInfoAgent
crane,opera,opera,4,0.012714147567749023,MaxInfoAgent
crane,thigh,thigh,3,0.019356727600097656,MaxInfoAgent
crane,tonga,tonga,3,0.006211042404174805,MaxInfoAgent
crane,flare,flare,4,0.010198116302490234,MaxInfoAgent
crane,wound,wound,5,0.009695053100585938,MaxInfoAgent
crane,white,white,4,0.015028953552246094,MaxInfoAgent
crane,bulky,bulky,4,0.030489206314086914,MaxInfoAgent
crane,etude,etude,4,0.012378215789794922,MaxInfoAgent
crane,horse,horse,3,0.004730939865112305,MaxInfoAgent
crane,circa,circa,3,0.007720947265625,MaxInfoAgent
crane,paddy,paddy,4,0.0216519832611084,MaxInfoAgent
crane,inbox,inbox,3,0.006076812744140625,MaxInfoAgent
crane,fizzy,fizzy,4,0.03310203552246094,MaxInfoAgent
crane,grain,grain,3,0.008933782577514648,MaxInfoAgent
crane,exert,exert,3,0.008717060089111328,MaxInfoAgent
crane,surge,surge,3,0.011948108673095703,MaxInfoAgent
crane,gleam,gleam,4,0.007084846496582031,MaxInfoAgent
crane,belle,belle,4,0.008061885833740234,MaxInfoAgent
crane,salvo,salvo,4,0.027354001998901367,MaxInfoAgent
crane,crush,crush,3,0.003833770751953125,MaxInfoAgent
crane,fruit,fruit,3,0.00888204574584961,MaxInfoAgent
crane,sappy,sappy,4,0.016856670379638672,MaxInfoAgent
crane,taker,taker,3,0.0057871341705322266,MaxInfoAgent
crane,tract,tract,3,0.002794981002807617,MaxInfoAgent
crane,ovine,ovine,3,0.003856182098388672,MaxInfoAgent
crane,spiky,spiky,4,0.02620530128479004,MaxInfoAgent
crane,frank,frank,4,0.004292011260986328,MaxInfoAgent
crane,reedy,reedy,3,0.013963937759399414,MaxInfoAgent
crane,filth,filth,3,0.034716129302978516,MaxInfoAgent
crane,spasm,spasm,4,0.011377096176147461,MaxInfoAgent
crane,heave,heave,4,0.01594996452331543,MaxInfoAgent
crane,mambo,mambo,4,0.023932933807373047,MaxInfoAgent
crane,right,right,3,0.011088848114013672,MaxInfoAgent
crane,clank,clank,3,0.0028228759765625,MaxInfoAgent
crane,trust,trust,4,0.012282848358154297,MaxInfoAgent
crane,lumen,lumen,4,0.00758814811706543,MaxInfoAgent
crane,borne,borne,2,0.005582094192504883,MaxInfoAgent
crane,spook,spook,3,0.025662899017333984,MaxInfoAgent
crane,sauce,sauce,3,0.0028810501098632812,MaxInfoAgent
crane,amber,amber,4,0.01019430160522461,MaxInfoAgent
crane,lathe,lathe,4,0.009376049041748047,MaxInfoAgent
crane,carat,carat,4,0.0055789947509765625,MaxInfoAgent
crane,corer,corer,3,0.0026929378509521484,MaxInfoAgent
crane,dirty,dirty,3,0.005680084228515625,MaxInfoAgent
crane,slyly,slyly,4,0.025890827178955078,MaxInfoAgent
crane,affix,affix,4,0.017468929290771484,MaxInfoAgent
crane,alloy,alloy,4,0.017414093017578125,MaxInfoAgent
crane,taint,taint,3,0.005403280258178711,MaxInfoAgent
crane,sheep,sheep,4,0.027012109756469727,MaxInfoAgent
crane,kinky,kinky,4,0.010325908660888672,MaxInfoAgent
crane,wooly,wooly,4,0.024787187576293945,MaxInfoAgent
crane,mauve,mauve,5,0.006860017776489258,MaxInfoAgent
crane,flung,flung,3,0.014866828918457031,MaxInfoAgent
crane,yacht,yacht,4,0.004827737808227539,MaxInfoAgent
crane,fried,fried,3,0.0029888153076171875,MaxInfoAgent
crane,quail,quail,4,0.01482391357421875,MaxInfoAgent
crane,brunt,brunt,4,0.004188060760498047,MaxInfoAgent
crane,grimy,grimy,4,0.008377313613891602,MaxInfoAgent
crane,curvy,curvy,4,0.008332967758178711,MaxInfoAgent
crane,cagey,cagey,4,0.004268646240234375,MaxInfoAgent
crane,rinse,rinse,3,0.0027158260345458984,MaxInfoAgent
crane,deuce,deuce,3,0.005584001541137695,MaxInfoAgent
crane,state,state,3,0.00881814956665039,MaxInfoAgent
crane,grasp,grasp,3,0.004540205001831055,MaxInfoAgent
crane,milky,milky,4,0.02450704574584961,MaxInfoAgent
crane,bison,bison,4,0.01329493522644043,MaxInfoAgent
crane,graft,graft,4,0.004658937454223633,MaxInfoAgent
crane,sandy,sandy,4,0.015153884887695312,MaxInfoAgent
crane,baste,baste,3,0.003957033157348633,MaxInfoAgent
crane,flask,flask,4,0.006414175033569336,MaxInfoAgent
crane,hedge,hedge,4,0.016711950302124023,MaxInfoAgent
crane,girly,girly,4,0.011265993118286133,MaxInfoAgent
crane,swash,swash,4,0.007072925567626953,MaxInfoAgent
crane,boney,boney,4,0.014477014541625977,MaxInfoAgent
crane,coupe,coupe,3,0.0027921199798583984,MaxInfoAgent
crane,endow,endow,3,0.010841131210327148,MaxInfoAgent
crane,abhor,abhor,3,0.00669407844543457,MaxInfoAgent
crane,welch,welch,3,0.0043218135833740234,MaxInfoAgent
crane,blade,blade,4,0.0073430538177490234,MaxInfoAgent
crane,tight,tight,4,0.02851700782775879,MaxInfoAgent
crane,geese,geese,4,0.017282962799072266,MaxInfoAgent
crane,miser,miser,4,0.01729893684387207,MaxInfoAgent
crane,mirth,mirth,4,0.012359142303466797,MaxInfoAgent
crane,cloud,cloud,4,0.013319969177246094,MaxInfoAgent
crane,cabal,cabal,3,0.0040781497955322266,MaxInfoAgent
crane,leech,leech,3,0.0035920143127441406,MaxInfoAgent
crane,close,close,3,0.008873939514160156,MaxInfoAgent
crane,tenth,tenth,4,0.007737874984741211,MaxInfoAgent
crane,pecan,pecan,3,0.002630949020385742,MaxInfoAgent
crane,droit,droit,3,0.012490987777709961,MaxInfoAgent
crane,grail,grail,5,0.005610942840576172,MaxInfoAgent
crane,clone,clone,2,0.0013959407806396484,MaxInfoAgent
crane,guise,guise,4,0.013906240463256836,MaxInfoAgent
crane,ralph,ralph,3,0.00656890869140625,MaxInfoAgent
crane,tango,tango,3,0.006676912307739258,MaxInfoAgent
crane,biddy,biddy,5,0.025699138641357422,MaxInfoAgent
crane,smith,smith,4,0.030256032943725586,MaxInfoAgent
crane,mower,mower,5,0.014605998992919922,MaxInfoAgent
crane,payee,payee,5,0.01301884651184082,MaxInfoAgent
crane,serif,serif,4,0.013682842254638672,MaxInfoAgent
crane,drape,drape,3,0.013154745101928711,MaxInfoAgent
crane,fifth,fifth,4,0.022636890411376953,MaxInfoAgent
crane,spank,spank,3,0.003996133804321289,MaxInfoAgent
crane,glaze,glaze,4,0.005237102508544922,MaxInfoAgent
crane,allot,allot,3,0.020180940628051758,MaxInfoAgent
crane,truck,truck,3,0.002657175064086914,MaxInfoAgent
crane,kayak,kayak,4,0.01643514633178711,MaxInfoAgent
crane,virus,virus,4,0.014922142028808594,MaxInfoAgent
crane,testy,testy,4,0.02539372444152832,MaxInfoAgent
crane,tepee,tepee,4,0.01734137535095215,MaxInfoAgent
crane,fully,fully,4,0.02074599266052246,MaxInfoAgent
crane,zonal,zonal,3,0.004781007766723633,MaxInfoAgent
crane,metro,metro,4,0.019527912139892578,MaxInfoAgent
crane,curry,curry,3,0.0028553009033203125,MaxInfoAgent
crane,grand,grand,2,0.0024929046630859375,MaxInfoAgent
crane,banjo,banjo,4,0.006476163864135742,MaxInfoAgent
crane,axion,axion,3,0.005472898483276367,MaxInfoAgent
crane,bezel,bezel,4,0.021381139755249023,MaxInfoAgent
crane,occur,occur,3,0.00820302963256836,MaxInfoAgent
crane,chain,chain,2,0.0032689571380615234,MaxInfoAgent
crane,nasal,nasal,4,0.006548881530761719,MaxInfoAgent
crane,gooey,gooey,4,0.02353501319885254,MaxInfoAgent
crane,filer,filer,5,0.018300771713256836,MaxInfoAgent
crane,brace,brace,2,0.0068700313568115234,MaxInfoAgent
crane,allay,allay,3,0.019948959350585938,MaxInfoAgent
crane,pubic,pubic,3,0.004672050476074219,MaxInfoAgent
crane,raven,raven,3,0.0028548240661621094,MaxInfoAgent
crane,plead,plead,3,0.013124227523803711,MaxInfoAgent
crane,gnash,gnash,3,0.0034449100494384766,MaxInfoAgent
crane,flaky,flaky,4,0.00833272933959961,MaxInfoAgent
crane,munch,munch,5,0.012844085693359375,MaxInfoAgent
crane,dully,dully,4,0.01894998550415039,MaxInfoAgent
crane,eking,eking,4,0.01231694221496582,MaxInfoAgent
crane,thing,thing,4,0.005925178527832031,MaxInfoAgent
crane,slink,slink,4,0.01076507568359375,MaxInfoAgent
crane,hurry,hurry,3,0.017015695571899414,MaxInfoAgent
crane,theft,theft,3,0.019908905029296875,MaxInfoAgent
crane,shorn,shorn,3,0.007220029830932617,MaxInfoAgent
crane,pygmy,pygmy,4,0.02351999282836914,MaxInfoAgent
crane,ranch,ranch,3,0.002830982208251953,MaxInfoAgent
crane,wring,wring,3,0.0038001537322998047,MaxInfoAgent
crane,lemon,lemon,3,0.0056917667388916016,MaxInfoAgent
crane,shore,shore,3,0.004834175109863281,MaxInfoAgent
crane,mamma,mamma,4,0.012079238891601562,MaxInfoAgent
crane,froze,froze,5,0.0066759586334228516,MaxInfoAgent
crane,newer,newer,3,0.009614229202270508,MaxInfoAgent
crane,style,style,3,0.005873918533325195,MaxInfoAgent
crane,moose,moose,4,0.017114877700805664,MaxInfoAgent
crane,antic,antic,3,0.0028150081634521484,MaxInfoAgent
crane,drown,drown,4,0.006558895111083984,MaxInfoAgent
crane,vegan,vegan,3,0.009438276290893555,MaxInfoAgent
crane,chess,chess,3,0.003194093704223633,MaxInfoAgent
crane,guppy,guppy,4,0.022282838821411133,MaxInfoAgent
crane,union,union,3,0.00568699836730957,MaxInfoAgent
crane,lever,lever,4,0.016308069229125977,MaxInfoAgent
crane,lorry,lorry,5,0.01534414291381836,MaxInfoAgent
crane,image,image,4,0.006030082702636719,MaxInfoAgent
crane,cabby,cabby,4,0.0045108795166015625,MaxInfoAgent
crane,druid,druid,3,0.010545015335083008,MaxInfoAgent
crane,exact,exact,3,0.0037910938262939453,MaxInfoAgent
crane,truth,truth,4,0.0061299800872802734,MaxInfoAgent
crane,dopey,dopey,4,0.019234895706176758,MaxInfoAgent
crane,spear,spear,4,0.01447916030883789,MaxInfoAgent
crane,cried,cried,3,0.002955913543701172,MaxInfoAgent
crane,chime,chime,3,0.004086971282958984,MaxInfoAgent
crane,crony,crony,2,0.0013737678527832031,MaxInfoAgent
crane,stunk,stunk,3,0.012711048126220703,MaxInfoAgent
crane,timid,timid,4,0.026625871658325195,MaxInfoAgent
crane,batch,batch,5,0.014763116836547852,MaxInfoAgent
crane,gauge,gauge,4,0.005650043487548828,MaxInfoAgent
crane,rotor,rotor,4,0.014147043228149414,MaxInfoAgent
crane,crack,crack,4,0.004081249237060547,MaxInfoAgent
crane,curve,curve,3,0.0027289390563964844,MaxInfoAgent
crane,latte,latte,4,0.010077238082885742,MaxInfoAgent
crane,witch,witch,4,0.008723974227905273,MaxInfoAgent
crane,bunch,bunch,4,0.008638143539428711,MaxInfoAgent
crane,repel,repel,3,0.016122102737426758,MaxInfoAgent
crane,anvil,anvil,4,0.008842229843139648,MaxInfoAgent
crane,soapy,soapy,4,0.012743949890136719,MaxInfoAgent
crane,meter,meter,3,0.011079788208007812,MaxInfoAgent
crane,broth,broth,3,0.011412858963012695,MaxInfoAgent
crane,madly,madly,4,0.01326608657836914,MaxInfoAgent
crane,dried,dried,4,0.005727052688598633,MaxInfoAgent
crane,scene,scene,2,0.002315044403076172,MaxInfoAgent
crane,known,known,4,0.013397932052612305,MaxInfoAgent
crane,magma,magma,4,0.01802802085876465,MaxInfoAgent
crane,roost,roost,3,0.006345272064208984,MaxInfoAgent
crane,woman,woman,3,0.010537147521972656,MaxInfoAgent
crane,thong,thong,3,0.00820612907409668,MaxInfoAgent
crane,punch,punch,3,0.00403285026550293,MaxInfoAgent
crane,pasty,pasty,4,0.020534038543701172,MaxInfoAgent
crane,downy,downy,4,0.006424903869628906,MaxInfoAgent
crane,knead,knead,4,0.010852813720703125,MaxInfoAgent
crane,whirl,whirl,3,0.010548114776611328,MaxInfoAgent
crane,rapid,rapid,4,0.009681940078735352,MaxInfoAgent
crane,clang,clang,3,0.007931709289550781,MaxInfoAgent
crane,anger,anger,3,0.004819154739379883,MaxInfoAgent
crane,drive,drive,4,0.004590034484863281,MaxInfoAgent
crane,goofy,goofy,4,0.038023948669433594,MaxInfoAgent
crane,email,email,3,0.0033431053161621094,MaxInfoAgent
crane,music,music,3,0.008892297744750977,MaxInfoAgent
crane,stuff,stuff,4,0.024962902069091797,MaxInfoAgent
crane,bleep,bleep,4,0.021775007247924805,MaxInfoAgent
crane,rider,rider,4,0.013373851776123047,MaxInfoAgent
crane,mecca,mecca,3,0.00977468490600586,MaxInfoAgent
crane,folio,folio,4,0.02926015853881836,MaxInfoAgent
crane,setup,setup,3,0.018677234649658203,MaxInfoAgent
crane,verso,verso,4,0.014641761779785156,MaxInfoAgent
crane,quash,quash,4,0.01165008544921875,MaxInfoAgent
crane,fauna,fauna,4,0.004597902297973633,MaxInfoAgent
crane,gummy,gummy,4,0.024140119552612305,MaxInfoAgent
crane,happy,happy,4,0.020645856857299805,MaxInfoAgent
crane,newly,newly,4,0.013133049011230469,MaxInfoAgent
crane,fussy,fussy,4,0.02440500259399414,MaxInfoAgent
crane,relic,relic,3,0.005660057067871094,MaxInfoAgent
crane,guava,guava,4,0.016154766082763672,MaxInfoAgent
crane,ratty,ratty,5,0.010268926620483398,MaxInfoAgent
crane,fudge,fudge,4,0.015939712524414062,MaxInfoAgent
crane,femur,femur,5,0.017882823944091797,MaxInfoAgent
crane,chirp,chirp,3,0.0038247108459472656,MaxInfoAgent
crane,forte,forte,4,0.008745908737182617,MaxInfoAgent
crane,alibi,alibi,4,0.019416093826293945,MaxInfoAgent
crane,whine,whine,3,0.002746105194091797,MaxInfoAgent
crane,petty,petty,4,0.019654035568237305,MaxInfoAgent
crane,golly,golly,4,0.021867990493774414,MaxInfoAgent
crane,plait,plait,3,0.006849050521850586,MaxInfoAgent
crane,fleck,fleck,3,0.00837087631225586,MaxInfoAgent
